,group,num,level,school,title,description,credits
1620,ME,A432,400,Anchorage,Analytical Dynamics,"Kinematics and kinetics of rigid bodies, introduction to analytical mechanics, Lagrange's equations and Hamiltonian mechanics. Applications to engineering problems. Special Note: Not available for credit to students who have completed ME A632. Registration Restrictions: Admission to the Bachelor of Science in Mechanical Engineering. May Be Stacked With: ME A632
Prerequisites: ES A210 with a minimum grade of C and MATH A302 with a minimum grade of C.",3
1621,ME,A434,400,Anchorage,Materials Selection for Design,"Evaluates materials selection early in the design process and the associated design degrees of freedom. Covers procedures to select optimum material(s) under multiple constraints resulting from functional, reliability, safety, cost and environmental issues. Registration Restrictions: Admission to the Bachelor of Science in Mechanical Engineering
Prerequisites: ES A331 with a minimum grade of C and ME A334 with a minimum grade of C.",3
1622,ME,A438,400,Anchorage,Design of Mechanical Engineering Systems,"Capstone course in which mechanical engineering students design a mechanical engineering component or system starting with the initial design specification to the implementation and testing. Students apply knowledge and skills learned in their undergraduate curriculum. Registration Restrictions: Student must be in senior year of BSME degree program or obtain faculty permission. Completion of GER Tier 1 (basic college-level skills) courses.
Prerequisites: ME A403 with a minimum grade of C or concurrent enrollment.
Attributes: UAA Integrative Capstone GER.",3
1623,ME,A441,400,Anchorage,Heat and Mass Transfer,"Application of heat and mass transfer concepts to engineering problems including steady state and transient conduction, numerical analysis of heat transfer problems, laminar and turbulent free and forced convection, and black body and real surface radiation.
Prerequisites: ES A341 with a minimum grade of C and ES A346 with a minimum grade of C and MATH A302 with a minimum grade of C.

ME A441L Heat and Mass Transfer Lab  1 Credit

Provides supplemental explanation and practical exercises applying heat and mass transfer concepts to engineering problems including steady state and transient conduction, numerical analysis of heat transfer problems, laminar and turbulent free and forced convection, and black body and real surface radiation.
Prerequisites: ME A441 with a minimum grade of C or concurrent enrollment.",3
1624,ME,A442,400,Anchorage,Advanced Fluid Mechanics,"Covers advanced topics in fluid mechanics, including derivation of flow equations, ideal fluid flows, incompressible viscous flows and compressible inviscid flows. Special Note: Not available for credit to students who have completed ME A642. May Be Stacked With: ME A642
Prerequisites: ES A341 with a minimum grade of C and MATH A302 with a minimum grade of C.",3
1625,ME,A451,400,Anchorage,Aerodynamics,"Covers fundamentals of aerodynamics including boundary layer theories, aerodynamics of lifting flow over airfoils, wings of finite span and airfoil theory in subsonic, transonic, and supersonic flows. Special Note: Not available for credit to students who have completed ME A651. May Be Stacked With: ME A651
Prerequisites: MATH A302 with a minimum grade of C and ES A341 with a minimum grade of C and ME A313 with a minimum grade of C.",3
1626,ME,A454,400,Anchorage,Manufacturing Design,"Covers the capabilities and limitations of different manufacturing processes in terms of their feasibility,  capital needs, economic considerations, and environmental impact. Analyze the steps in processing a part and taking into account the geometrical complexity, process capabilities, surface finish, and tolerances for assembly. Part design for machining, molding, casting, and sheet metal operations. Introduces methods for applied design for manufacturing and assembly. Registration Restrictions: Admission to the Bachelor of Science in Mechanical Engineering.
Prerequisites: ES A331 with a minimum grade of C and ME A280 with a minimum grade of C and ME A334 with a minimum grade of C.",3
1627,ME,A455,400,Anchorage,HVAC Systems Optimization,"Design of thermal and heating, ventilation, and air-conditioning (HVAC) systems with emphasis on economic considerations and optimization. Concepts of thermodynamics, fluid mechanics and heat transfer will be integrated under a design framework. A semester long project is conducted to design a thermal system, perform system simulations, and to optimize the design based on economic and technical considerations. Special Note: Not available for credit to students who have completed ME A655. May Be Stacked With: ME A655
Prerequisites: ES A341 with a minimum grade of C and ES A346 with a minimum grade of C.",3
1628,ME,A456,400,Anchorage,Renewable Energy Systems Engineering,"The study and design of renewable energy systems from a technical engineering standpoint. Solar, hydrokinetic, conventional hydroelectric, wind, geothermal, and biological energy systems will be examined. Additional topics include feasibility analysis and energy storage techniques. Special Note: Not available for credit to students who have completed ME A656. May Be Stacked With: ME A656
Prerequisites: ES A341 with a minimum grade of C and ES A346 with a minimum grade of C.",3
1629,ME,A459,400,Anchorage,Fracture Mechanics,"Presents theoretical, experimental, and applied fracture of solids, structures, and machines, subcritical crack growth including fatigue, creep, and corrosion, embrittlement, safety, and life cycle design and analysis. Uses studies to illustrate the course topics. Special Note: Not available for credit to students who have completed ME A659. Registration Restrictions: Admission to the Bachelor of Science in Mechanical Engineering May Be Stacked With: ME A659
Prerequisites: ES A331 with a minimum grade of C.",3
1630,ME,A460,400,Anchorage,Turbomachinery,"Introduces the application of energy, momentum and continuity equations to designing turbomachinery such as pumps, compressors and turbines. Special Note: Not available for credit to students who have completed ME A660. May Be Stacked With: ME A660
Prerequisites: ES A341 with a minimum grade of C and ES A341L with a minimum grade of C and ME A313 with a minimum grade of C.",3
1631,ME,A471,400,Anchorage,Automatic Control,"Linear system representation by transfer functions, signal flow graphics and state equations. Feedback, time and frequency response of linear systems. Stability analysis by Routh-Hurwitz criterion and frequency domain methods. Specifications of higher order linear systems. System design and compensation. Crosslisted With: EE A471.
Prerequisites: (EE A306 with a minimum grade of C or ME A306 with a minimum grade of C or EE A353 with a minimum grade of C) and ES A210 with a minimum grade of C and MATH A302 with a minimum grade of C.",3
1632,ME,A494J,400,Anchorage,Nonlinear Control,"Introduction to nonlinear phenomena, multiple equilibria, bifurcations, complex dynamical behavior, limit cycles, and stability analysis of linear systems via Lyapunov's stability theorem. Covers stabilization, sliding mode control, and model reference adaptive control. Special Note: Not available for credit to students who have completed ME A694J. May Be Stacked With: ME A694J
Prerequisites: EE A471 with a minimum grade of C or ME A471 with a minimum grade of C.",3
1633,ME,A608,600,Anchorage,Mechanical Vibrations,Modeling of vibratory mechanical systems with single and multiple degrees of freedom. Study of free and forced vibrations with or without damping by lumped-parameter methods and finite element analysis. Vibrations of rotor systems and vibration monitoring. Special Note: Not available for credit to students who have completed ME A408. Registration Restrictions: Graduate standing or instructor permission. May Be Stacked With: ME A408,3
1634,ME,A610,600,Anchorage,Biomechanics,Applies the principles of mechanics to biological systems with an emphasis on the human body. Both analytical mathematical modeling and experimental approaches are explored. Registration Restrictions: Graduate standing or instructor permission,3
1635,ME,A615,600,Anchorage,Composite Materials,"This course presents the mechanics and manufacturing of composite materials and their applications. The analysis, design, processing/fabrication, repair, and evaluation of composite materials and structures are considered. Special Note: Not available for credit to students who have completed ME A415. Registration Restrictions: Graduate standing or instructor permission. May Be Stacked With: ME A415",3
1636,ME,A621,600,Anchorage,Engineering Finite Element Analysis,"Covers the mathematical formulation of the finite element analysis (FEA) method; elemental matrices, nodal loads, assembly, and solution of finite element problems; static, modal and dynamic solid-mechanics FEA problems; heat transfer, fluid mechanics, and electromagnetic FEA problems; and FEA software:  preprocessing, processing, and postprocessing. Special Note: Not available for credit to students who have completed ME A421. Registration Restrictions: Graduate standing or instructor approval May Be Stacked With: ME A421",3
1637,ME,A630,600,Anchorage,Advanced Mechanics of Materials,"Theory of stress and strain, stress-strain-temperature relations, equilibrium, and energy methods and their application to the torsion of shafts, bending of straight and curved beams, beams on elastic foundations, thin and thick walled cylinders, elastic and inelastic stability of columns, plates and shells, stress concentrations, creep, and contact stresses. Registration Restrictions: Graduate standing and instructor permission",3
1638,ME,A632,600,Anchorage,Analytical Dynamics,"Topics include kinematics and kinetics of rigid bodies, introduction to analytical mechanics, Lagrange's equations and Hamiltonian mechanics. Students will engage with applications to engineering problems. Special Note: Not available for credit to students who have completed ME A432. Additional work is required at the graduate level. Registration Restrictions: Graduate standing or instructor approval May Be Stacked With: ME A432",3
1639,ME,A642,600,Anchorage,Advanced Fluid Mechanics,"Advanced topics in fluid mechanics, including derivation of flow equations, ideal fluid flows, incompressible viscous flows and compressible inviscid flows. Special Note: Not available for credit to students who have completed ME A442. Registration Restrictions: Graduate standing or instructor permission. May Be Stacked With: ME A442",3
1640,ME,A651,600,Anchorage,Aerodynamics,"Fundamentals of aerodynamics including boundary layer theories, aerodynamics of lifting flow over airfoils, wings of finite span and airfoil theory in subsonic, transonic, and supersonic flows. Literature review and research on selected aerodynamics topics. Special Note: Not available for credit to students who have completed ME A451. Registration Restrictions: Graduate standing or instructor permission. May Be Stacked With: ME A451",3
1641,ME,A655,600,Anchorage,HVAC Systems Optimization,"Design of thermal and heating, ventilation, and air-conditioning (HVAC) systems with emphasis on economic considerations and optimization. Concepts of thermodynamics, fluid mechanics and heat transfer will be integrated under a design framework. A semester long project is conducted to design a thermal system, perform system simulations, and to optimize the design based on economic and technical considerations. Special Note: Not available for credit to students who have completed ME A455. Registration Restrictions: Graduate standing or instructor permission. May Be Stacked With: ME A455",3
1642,ME,A656,600,Anchorage,Renewable Energy Systems Engineering,"The study and design of renewable energy systems from a technical engineering standpoint. Solar, hydrokinetic, conventional hydroelectric, wind, geothermal, and biological energy systems will be examined. Additional topics include feasibility analysis and energy storage techniques. Special Note: Not available for credit to students who have completed ME A456. ME A656 includes additional reviews of articles and a written report. Registration Restrictions: Graduate standing or instructor approval May Be Stacked With: ME A456",3
1643,ME,A659,600,Anchorage,Fracture Mechanics,"Presents theoretical, experimental, and applied fracture of solids, structures, and machines, subcritical crack growth including fatigue, creep, and corrosion, embrittlement, safety, and life cycle design and analysis. Case studies are used to illustrate the course topics. Special Note: Not available for credit to students who have completed ME A459. Additional work is required at the graduate level. Registration Restrictions: Graduate standing or instructor approval May Be Stacked With: ME A459",3
1644,ME,A660,600,Anchorage,Turbomachinery,"Introduces the application of energy, momentum and continuity equations to designing turbomachinery, such as pumps, compressors and turbines. Special Note: Not available for credit to students who have completed ME A460. Registration Restrictions: Graduate standing or instructor permission May Be Stacked With: ME A460",3
1645,ME,A664,600,Anchorage,Corrosion Processes and Engineering,"The study of different corrosion processes and mechanisms.  Topics include the concepts, materials, and mechanisms of corrosion with application to engineering design for corrosion prevention. Registration Restrictions: Prerequisite and graduate standing, or faculty permission.
Prerequisites: ES A346.",3
1646,ME,A672,600,Anchorage,Advanced Linear Systems,"Presents a state space linear algebra approach to multiple input, multiple output systems. Concepts of controllability and observability motivate design techniques for optimal open loop and closed loop systems. Analysis and design of optimal feedback control systems and design of observers and estimators are presented. Special Note: Not available for credit to students who have completed EE A472. Registration Restrictions: Graduate standing or instructor permission May Be Stacked With: EE A472",3
1647,ME,A686,600,Anchorage,Project,"Project arranged among the advisor, graduate advisory committee and student to solve a practical engineering problem. Registration Restrictions: Graduate standing and instructor permission",3
1648,ME,A694J,600,Anchorage,Nonlinear Control,"Introduction to nonlinear phenomena, multiple equilibria, bifurcations, complex dynamical behavior, limit cycles, and stability analysis of linear systems via Lyapunov's stability theorem. Covers stabilization, sliding mode control, and model reference adaptive control. Special Note: Not available for credit to students who have completed ME A494J. May Be Stacked With: ME A494J

ME A699 Thesis  1-6 Credits

Individual study of an advanced engineering problem resulting in a thesis. Registration Restrictions: Graduate standing and instructor permission",3
1926,PHYS,A303,300,Anchorage,Modern Physics,"Introduction to modern physics, primarily special relativity and quantum mechanics. Applications of these topics to the quantum structure of atoms, molecules, and solids; lasers; nuclear/particle physics and cosmology.
Prerequisites: MATH A302 with a minimum grade of C and PHYS A212 with a minimum grade of C.",3
1927,PHYS,A311,300,Anchorage,Intermediate Classical Mechanics,"Newtonian, Lagrangian, and Hamiltonian mechanics, dynamics of systems of particles and rigid bodies.
Prerequisites: MATH A302 with a minimum grade of C and PHYS A212 with a minimum grade of C.",3
1928,PHYS,A314,300,Anchorage,Electromagnetics,"Electromagnetic theory and applications. Static electric fields in free space and material media; steady current systems and associated magnetic effects. Includes electrostatics, magnetostatics, Maxwell's equations, electromagnetic wave propagation and transmission lines. Application of Maxwell's equations to engineering systems. Crosslisted With: EE A314.
Prerequisites: PHYS A212 with a minimum grade of C and PHYS A212L with a minimum grade of C and MATH A302 with a minimum grade of C.",3
1929,PHYS,A320,300,Anchorage,Simulation of Physical Systems,"Introduces methods of computer simulation with diverse applications in physics such as numerical integration of Newton's equation, cellular automata, random walks, Monte Carlo methods, percolation and the dynamics of many body systems. No prior programming experience is required.
Prerequisites: MATH A252 with a minimum grade of C and (PHYS A124 with a minimum grade of C or PHYS A212 with a minimum grade of C).",3
1930,PHYS,A324,300,Anchorage,Electromagnetics II,"Use of Maxwell's equations in analysis of plane wave propagation, wave reflection, radiation and antennas, waveguides, cavity resonators, transmission lines, and radio propagation. Crosslisted With: EE A324.
Prerequisites: EE A314 with a minimum grade of C or PHYS A314 with a minimum grade of C.",3
1931,PHYS,A362,300,Anchorage,Optics,"Interaction of light with matter: theory of geometric and nonlinear optics, Fourier optics, coherence theory, lasers, and additional topics of interest. Practical experience with relevant theories through laboratory projects including investigation of diffraction, interference and polarization. Design and construction of a telescope, a microscope and an interferometer.
Prerequisites: PHYS A212 with a minimum grade of C and PHYS A212L with a minimum grade of C.",4
1932,PHYS,A381,300,Anchorage,Advanced Physics Laboratory,"Theory and practical application of topics in upper-division physics, using advanced laboratory experiments and techniques with statistical and error analysis of data.
Prerequisites: PHYS A303 with a minimum grade of C or concurrent enrollment.",3
1933,PHYS,A403,400,Anchorage,Quantum Mechanics,"Fundamentals of quantum mechanics including applications to the hydrogen atom, particle spin and perturbation theory. Special Note: Not available for credit to students who have completed PHYS A603. May Be Stacked With: PHYS A603
Prerequisites: PHYS A303 with a minimum grade of C and MATH A314 with a minimum grade of C.",4
1934,PHYS,A413,400,Anchorage,Statistical and Thermal Physics,"Principles of applications of statistical mechanics and thermodynamics. Special Note: Not available for credit to students who have completed PHYS A613. May Be Stacked With: PHYS A613
Prerequisites: PHYS A212 with a minimum grade of C.",4
1935,PHYS,A456,400,Anchorage,Nonlinear Dynamics and Chaos,"An introduction to nonlinear dynamics and chaos. Concrete examples from physics, biology, chemistry, and engineering are used to develop analytical methods and geometric intuition.  Topics covered include phase plane analysis, iterated maps, fractals, and strange attractors. Registration Restrictions: Completion of GER Tier 1 (basic college-level skills) courses and junior standing.
Prerequisites: MATH A253 with a minimum grade of C and (PHYS A124 with a minimum grade of C or PHYS A212 with a minimum grade of C).
Attributes: UAA Integrative Capstone GER.

PHYS A490 Special Topics in Physics  1-4 Credits

Detailed study of a selected topic in physics. Special Note: May be repeated for credit with a change of topic for a maximum of 12 credits. Not available for credit to students who have completed PHYS A690 with the same topic. May Be Stacked With: PHYS A690
Prerequisites: PHYS A303 with a minimum grade of C.

PHYS A498 Individual Research  1-6 Credits

Research projects to be arranged with individual faculty members who will direct the research program. Special Note: May be repeated for a maximum of 6 credits. Registration Restrictions: Department permission.",3
1936,PHYS,A603,600,Anchorage,Advanced Quantum Mechanics,"Mathematical foundations of quantum mechanics and advanced applications to the hydrogen atom, particle spin and perturbation theory. Includes review of current literature and/or independent research on the topic. Special Note: Not available for credit to students who have completed PHYS A403. Registration Restrictions: Graduate standing and approval of faculty advisor. May Be Stacked With: PHYS A403",4
1937,PHYS,A613,600,Anchorage,Advanced Statistical and Thermal Physics,"Principles and advanced applications of statistical mechanics and thermodynamics. Include review of current literature and/or independent research on the topic. Special Note: Not available for credit to students who have completed PHYS A413. Registration Restrictions: Graduate standing and approval of faculty advisor. May Be Stacked With: PHYS A413

PHYS A690 Advanced Special Topics in Physics  1-4 Credits

Detailed study of a selected topic in physics at the graduate level. Includes review of current literature and/or independent research on the topic. Special Note: May be repeated with change of topic for a maximum of 12 credits. Not available for credit to students who have completed PHYS A490 with the same topic. Registration Restrictions: Graduate standing and approval of faculty advisor. May Be Stacked With: PHYS A490

PHYS A698 Graduate Individual Research  1-6 Credits

Research projects to be arranged with individual faculty members who will direct the research program. Special Note: May repeated for a maximum of 12 credits. Registration Restrictions: Graduate standing and approval of faculty advisor

CE A201 Introduction to Civil Engineering  1 Credit

Introduces students to roles, responsibilities, and capabilities of the various civil engineering sub-disciplines including structural, geotechnical, transportation, environmental, and water resources engineering.
Prerequisites: ENGR A151 with a minimum grade of C and MATH A251 with a minimum grade of C or concurrent enrollment and ES A106 with a minimum grade of C and GEO A155 with a minimum grade of C or concurrent enrollment.

CE A206 Civil Engineering 3D Modeling  1 Credit

Focuses on using computer-aided design (CAD) software as tools for designing civil engineering projects. Topics include working with points, creating and analyzing surfaces, modeling road corridors, creating parcel layouts, performing grading and volume calculations, and to layout pipe networks.
Prerequisites: (ENGR A105B with a minimum grade of C or ES A106 with a minimum grade of C) and CE A201 with a minimum grade of C and GEO A155 with a minimum grade of C.",4
1938,PM,A401,400,Anchorage,Project Management Fundamentals,"Develops fundamentals of project management to initiate, plan, execute, monitor, control and close projects in different organizational and industry contexts. Alignment with strategic and operational objectives and stakeholder requirements. Hands-on application of tools and methodologies. Interactive and collaborative learning environment emphasizes communication, leadership, teamwork and professionalism. Special Note: Not available for credit to students who have completed PM A601. Registration Restrictions: Junior or senior standing or department approval May Be Stacked With: PM A601",3
1939,PM,A402,400,Anchorage,Application of Project Management Processes,"Applies project management processes from project inception through closeout. Integrates project management processes through use of hands-on, end-to-end project case studies. Covers project leadership, project requirements definition, stakeholder management, change control, schedule management, risk management, professional responsibility, effective communication, and teamwork. Special Note: Not available for credit to students who have completed PM A602. May Be Stacked With: PM A602
Prerequisites: PM A401 with a minimum grade of C or concurrent enrollment.",3
1940,PM,A412,400,Anchorage,Advanced Project Time Management,"Introduce, adapt and apply advanced project scheduling and time management processes to effectively achieve on-time project completion. Processes include defining project activity sequencing, estimating activity effort and duration, project schedule development and control. Utilizes project management applications for scheduling, scope definition and activity sequencing will be utilized in these processes. Special Note: Not available for credit to students who have completed PM A612. May Be Stacked With: PM A612
Prerequisites: PM A401 with a minimum grade of C and PM A402 with a minimum grade of C.",3
1941,PM,A423,400,Anchorage,Stakeholder Engagement and Collaboration,"Covers theory, case studies and hands-on application of tools to ensure effective identification, engagement, collaboration and alignment with and among stakeholders from project inception through planning, execution, closure and successful operational integration. Special Note: Not available for credit to students who have completed PM A623. May Be Stacked With: PM A623
Prerequisites: PM A401 with a minimum grade of C.",3
1942,PM,A424,400,Anchorage,Advanced Project Risk Management,"Examines methods and processes of planning for, identifying, assessing, prioritizing, monitoring and responding to project threats and opportunities. Qualitative and quantitative risk analysis processes, including risk modeling and simulation, risk ranking, and risk mitigation and response techniques. Special Note: Not available for credit to students who have completed PM A624. May Be Stacked With: PM A624
Prerequisites: PM A401 with a minimum grade of C and PM A402 with a minimum grade of C and (STAT A252 with a minimum grade of C or STAT A253 with a minimum grade of C or STAT A2Q with a minimum grade of C).",3
1943,PM,A432,400,Anchorage,Advanced Project Controls,"Covers advanced principles of project control and analysis, including the development and integration of work breakdown structure, risk analysis, resource performance, task and project metrics, and cost, with schedule and risk management tracing. Special Note: Not available for credit to students who have completed PM A632. May Be Stacked With: PM A632
Prerequisites: PM A401 with a minimum grade of C and PM A402 with a minimum grade of C.",3
1944,PM,A440,400,Anchorage,Organizational Project Maturity and Improvement,"Explores the application of the project management maturity model to the assessment and improvement of organizational project management performance. Special Note: This course is not available to students who have completed PM A640. Registration Restrictions: Junior or senior standing or department approval May Be Stacked With: PM A640
Prerequisites: PM A401 with a minimum grade of B or PM A601 with a minimum grade of B.",3
1945,PM,A441,400,Anchorage,Lean Six Sigma Green Belt,"Fundamentals of Lean Six Sigma (LSS) necessary to prepare individuals to implement principles and practices of LSS using fact-based and data-driven methodologies to improve the customer experience, reduce waste, and add unique value. Develop and apply leadership to produce tangible results in support aligned with strategic and operational objectives of organizations. Hands-on application of LSS and project management processes, tools and techniques to case studies and real projects will prime individuals to lead and facilitate process improvement projects. Interactive and collaborative learning environment emphasizes communication, cross-functional teamwork and professionalism. Special Note: Not available for credit to students who have completed PM A641. Registration Restrictions: Junior or senior standing or department approval May Be Stacked With: PM A641",3
1946,PM,A450,400,Anchorage,Advanced Information Technology Project Management,"Addresses the unique challenges that IT project managers face. Focuses on the characteristics of a changing IT environment, software methodologies (with an emphasis on Agile) and their interdependence. Special Note: Not available for credit to students who have completed PM A650. May Be Stacked With: PM A650",3
1947,PM,A601,600,Anchorage,Project Management Fundamentals,"Fundamentals of project management to initiate, plan, execute, monitor, control and close projects in different organizational and industry contexts. Alignment with strategic and operational objectives and stakeholder requirements. Hands-on application of tools and methodologies. Interactive and collaborative learning environment emphasizes communication, leadership, teamwork and professionalism. Special Note: Not available for credit to students who have completed PM A401. Registration Restrictions: Graduate standing or department approval May Be Stacked With: PM A401",3
1948,PM,A602,600,Anchorage,Application of Project Management Processes,"Applies project management processes from project inception through closeout. Integration of project management processes through use of hands-on, end-to-end project case studies. Covers project leadership, project requirements definition, stakeholder management, change control, schedule management, risk management, professional responsibility, effective communication and teamwork. Special Note: Not available for credit to students who have completed PM A402. Registration Restrictions: Graduate standing or department approval. May Be Stacked With: PM A402
Prerequisites: PM A401 with a minimum grade of B or concurrent enrollment or PM A601 with a minimum grade of B or concurrent enrollment.",3
1949,PM,A603,600,Anchorage,Project Initiation and Planning,"Explore in depth Project Management (PM) Knowledge Areas, tools and techniques, and the necessary considerations when initiating and planning complex projects. Introduce tools, methods and critical issues associated with the initiation and planning of a project management plan. Students will function in teams and will be challenged with preparing and planning projects with real-world relevance. Registration Restrictions: Graduate standing or department approval
Prerequisites: (PM A401 with a minimum grade of B and PM A402 with a minimum grade of B) or (PM A601 with a minimum grade of B and PM A602 with a minimum grade of B).",3
1950,PM,A604,600,Anchorage,"Project Executing, Monitoring and Control","Explore in depth Project Management (PM) Knowledge Areas, tools and techniques, and the necessary considerations when in the executing, monitoring and controlling phases of basic and complex projects. Introduce tools, methods and critical issues associated with the execution, monitoring and controlling of a project management plan. Students will function as teams and will be challenged with monitoring and controlling projects with real world relevance. Registration Restrictions: Graduate standing or department approval
Prerequisites: (PM A401 with a minimum grade of B and PM A402 with a minimum grade of B) or (PM A601 with a minimum grade of B and PM A602 with a minimum grade of B).",3
1951,PM,A605,600,Anchorage,Operational Integration and Project Closure,"Explore in depth Project Management (PM) Knowledge Areas, tools and techniques, and the necessary considerations for operational integration and closure processes of complex projects. Introduce tools, methods and critical issues associated with the operation integration and closure processes of completing a project management plan. Students will function in teams and will be challenged with re-prioritizations and re-assignments projects across various industries with real-world relevance. Registration Restrictions: Graduate standing or department approval
Prerequisites: PM A603 with a minimum grade of B and PM A604 with a minimum grade of B.",3
1952,PM,A612,600,Anchorage,Advanced Project Time Management,"Introduce, adapt and apply advanced project scheduling and time management processes to effectively achieve on-time project completion.  Processes include defining project activity sequencing, estimating activity effort and duration, project schedule development and control. Utilizes project management applications for scheduling, scope definition and activity sequencing. Special Note: Not available for credit to students who have completed PM A412. Registration Restrictions: Graduate standing or department approval. May Be Stacked With: PM A412
Prerequisites: PM A401 with a minimum grade of B or PM A601 with a minimum grade of B.",3
1953,PM,A623,600,Anchorage,Stakeholder Engagement and Collaboration,"Theory, case studies and hands-on application of tools to ensure effective identification, engagement, collaboration and alignment with and among stakeholders from project inception through planning, execution, closure and successful operational integration. Special Note: Not available for credit to students who have completed PM A423. Registration Restrictions: Graduate standing or department approval May Be Stacked With: PM A423
Prerequisites: PM A401 with a minimum grade of B or PM A601 with a minimum grade of B.",3
1954,PM,A624,600,Anchorage,Advanced Project Risk Management,"Examines methods and processes of planning for, identifying, assessing, prioritizing, monitoring and responding to project threats and opportunities. Qualitative and quantitative risk analysis processes, including risk modeling and simulation, risk ranking, and risk mitigation and response techniques. Special Note: Not available for credit to students who have completed PM A424. Registration Restrictions: Graduate standing or department approval May Be Stacked With: PM A424
Prerequisites: (PM A401 with a minimum grade of B or PM A601 with a minimum grade of B) and (STAT A252 with a minimum grade of B or STAT A253 with a minimum grade of B).",3
1955,PM,A626,600,Anchorage,Project Procurement Management,"Procurement management processes for project planning, solicitation, source selection, contract administration, and contract closeout are presented. Registration Restrictions: Graduate standing or department approval
Prerequisites: PM A401 with a minimum grade of B or PM A601 with a minimum grade of B.",3
1956,PM,A630,600,Anchorage,Systems Engineering Fundamentals,"Explores the systems engineering process from requirements to functional analysis and solution architecture. Analyzes and applies the process, methods and tools for the orchestration of work in multiple project disciplines and the integration of logistics throughout the entire project or product life cycle. Registration Restrictions: Graduate standing or department approval
Prerequisites: PM A401 with a minimum grade of B or PM A601 with a minimum grade of B.",3
1957,PM,A632,600,Anchorage,Advanced Project Controls,"Advanced principles of project control and analysis including the development and integration of work breakdown structure, risk analysis, resource performance, task and project metrics, and cost, with schedule and risk management tracing. Special Note: Student should have successfully completed a statistics course that covers descriptive and inferential statistics before enrollment. Not available for credit to students who have completed PM A432. Registration Restrictions: Graduate standing or department approval May Be Stacked With: PM A432
Prerequisites: PM A601 with a minimum grade of B and PM A602 with a minimum grade of B and (STAT A252 with a minimum grade of B or STAT A253 with a minimum grade of B).",3
1958,PM,A640,600,Anchorage,Organizational Project Maturity and Improvement,"Explores the application of the project management maturity model to the assessment and improvement of organizational project management performance. Special Note: Not available for credit to students who have completed PM A440. Registration Restrictions: Graduate standing or department approval May Be Stacked With: PM A440
Prerequisites: PM A401 with a minimum grade of B or PM A601 with a minimum grade of B.",3
1959,PM,A641,600,Anchorage,Lean Six Sigma Green Belt,"Fundamentals of Lean Six Sigma (LSS) necessary to prepare individuals to implement principles and practices of LSS using fact-based and data-driven methodologies to improve the customer experience, reduce waste and add unique value. Develop and apply leadership to produce tangible results in support aligned with strategic and operational objectives of organizations. Hands-on application of LSS and project management processes, tools and techniques to case studies and real projects will prime individuals to lead and facilitate process improvement projects. Interactive and collaborative learning environment emphasizes communication, cross-functional teamwork and professionalism. Special Note: Not available for credit to students who have completed PM A441. Registration Restrictions: Graduate standing or department approval May Be Stacked With: PM A441",3
1960,PM,A650,600,Anchorage,Advanced Information Technology Project Management,"Addresses the unique challenges that IT project managers face. Focuses on the characteristics of a changing IT environment, software methodologies (with an emphasis on Agile) and their interdependence. Special Note: Not available for credit to students who have completed PM A450. Registration Restrictions: Graduate standing or department approval May Be Stacked With: PM A450
Prerequisites: PM A401 with a minimum grade of B or PM A601 with a minimum grade of B.",3
1961,PM,A651,600,Anchorage,Advanced Construction Project Management,"Advanced application of project management principles and processes used in the strategic selection, planning and management of construction and development projects from concept through operation. Identification, selection and application of field engineering systems and procedures to effectively meet construction project objectives. Registration Restrictions: Graduate standing or department approval
Prerequisites: PM A401 with a minimum grade of B or PM A601 with a minimum grade of B.",3
1962,PM,A652,600,Anchorage,Project Definition and Research Methods,"Explores the techniques used to identify customer requirements for proper definition of a project and describe tools and methods to conduct research projects in project management knowledge areas. Registration Restrictions: Graduate standing or department approval
Prerequisites: PM A401 with a minimum grade of B or concurrent enrollment or PM A601 with a minimum grade of B or concurrent enrollment.",3
1963,PM,A653,600,Anchorage,Project Management Application Tools,"Explore widely-used tools in project management knowledge areas and apply them to practical problems. Includes software and non-software tools essential for dealing with unique and challenging problems in project management situations. Registration Restrictions: Graduate standing or department approval
Prerequisites: PM A401 with a minimum grade of B or concurrent enrollment or PM A601 with a minimum grade of B or concurrent enrollment.",3
1964,PM,A686A,600,Anchorage,Capstone Project: Initiating and Planning,"Initiating, planning and researching a sponsored, student-selected and faculty-approved capstone project undertaken to research and/or contribute new concepts, tools and capabilities to address relevant project management challenges. Demonstrates mastery of project management principles, processes, tools/techniques and cumulative knowledge gained from prior coursework as specifically applied to project initiating and planning processes. Registration Restrictions: Graduate standing or department approval
Prerequisites: PM A603 with a minimum grade of B and PM A604 with a minimum grade of B.",3
1965,PM,A686B,600,Anchorage,"Capstone Project: Executing, Controlling and Closing","Executing, controlling and closing component of a sponsored, student-selected and faculty-approved capstone project undertaken to research and/or contribute new concepts, tools and capabilities to address relevant project management challenges. Registration Restrictions: Graduate standing or department approval
Prerequisites: PM A686A with a minimum grade of B.",3
